datasize,spark_executor_cores,spark_driver_memory,spark_default_parallelism,spark_memory_fraction,spark_memory_storageFraction,spark_storage_replication_proactive,spark_broadcast_compress,spark_io_compression_codec,spark_rdd_compress,spark_reducer_maxSizeInFlight,spark_shuffle_spill_compress,spark_speculation,spark_broadcast_blockSize,spark_shuffle_compress,spark_executor_memory,spark_shuffle_file_buffer,spark_storage_memoryMapThreshold,spark_locality_wait,spark_task_maxFailures,spark_shuffle_sort_bypassMergeThreshold,spark_kryoserializer_buffer,spark_memory_offHeap_size,spark_scheduler_revive_interval,jvm_gc_collect,jvm_gc_timeratio,jvm_max_gc_pause,jvm_max_tenuringThreshold,jvm_new_ratio,jvm_par_gc_thread,jvm_survivor_ratio,Executor_Deserialize_Time,Executor_Deserialize_CPU_Time,Executor_Run_Time,Executor_CPU_Time,Result_Size,JVM_GC_Time,Result_Serialization_Time,Memory_Bytes_Spilled,Disk_Bytes_Spilled,Local_Blocks_Fetched,Fetch_Wait_Time,Remote_Bytes_Read,Local_Bytes_Read,Total_Records_Read,migrations,context-switches,cache-misses,cache-references,branch-misses,branch-load-misses,major-faults,minor-faults,page-faults,cycles,raw_syscalls_sys_enter,raw_syscalls_sys_exit,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,LLC-load-misses,LLC-store-misses,LLC-stores,node-load-misses,node-store-misses,mem-loads,mem-stores,branch-loads,run_times
3200000,6,1,87,0.36,0.31,1,0,0,0,82,0,0,48,1,4,69,186,8,8,436,29,366,11,2,49,179,10,5,6,5,679.883,7187131.769,1028.318,86713664.75,2249.636,33.875,0.072,0.0,0.0,7.716,99.981,453397.341,212769.125,12121.212,5969.0,76277.0,320734679.0,2467288723.0,342086120.0,339021370.0,38.0,239892.0,239959.0,46276918782.0,368910.0,369068.0,53988740656.0,916377561.0,15741960356.0,6465271758.0,26061112.0,52162960.0,118990153.0,592.0,440.0,644.0,6047935445.0,9646633708.0,32.957
3200000,8,2,10,0.88,0.59,1,0,1,0,23,1,1,18,0,2,78,128,4,9,750,51,301,5,3,34,180,5,6,7,7,844.114,7894619.117,1418.28,87460390.951,2243.061,17.155,0.08,0.0,0.0,8.614,305.583,829058.924,455789.561,12121.212,6484.0,88905.0,311034134.0,3227007872.0,408521287.0,395292331.0,37.0,316228.0,316287.0,54083276847.0,407630.0,407788.0,59122522459.0,1208580905.0,17235754751.0,6892185762.0,31150634.0,40573532.0,137958907.0,3060.0,1673.0,3986.0,7437722077.0,10517774868.0,38.605
3200000,6,3,111,0.46,0.59,1,0,1,1,51,0,1,94,1,4,92,111,3,7,349,121,736,4,0,93,366,8,8,3,2,457.526,5025107.14,1040.909,83403567.0,2249.072,92.133,0.114,0.0,0.0,7.977,56.67,351162.951,172167.655,12121.212,6989.0,87561.0,308575005.0,2855343453.0,357880245.0,358175695.0,37.0,244565.0,244631.0,46761003519.0,397994.0,398142.0,51069119900.0,993320941.0,16031310612.0,6615512212.0,24477450.0,30636807.0,115993301.0,111.0,26.0,526.0,6198131919.0,9722442823.0,34.229
3200000,4,6,21,0.58,0.58,0,1,1,1,25,1,1,6,0,3,117,194,5,5,132,111,770,5,0,53,368,13,1,5,8,1549.667,13442327.261,1564.212,71167949.026,2262.724,21.996,0.11,0.0,0.0,4.038,403.981,1071335.576,213512.909,12121.212,8045.0,97538.0,381092364.0,3537014968.0,436270864.0,437061207.0,37.0,283414.0,283472.0,58610262857.0,431590.0,431740.0,59523244152.0,1450257582.0,18689237615.0,7684046912.0,38641413.0,47987638.0,142589390.0,184.0,296.0,1484.0,7422985520.0,12153690691.0,51.574
3200000,4,5,65,0.37,0.77,0,0,2,0,99,1,1,56,1,1,84,183,9,3,706,26,986,25,1,48,223,2,7,6,8,1317.672,13479774.642,1076.117,89344718.66,2287.294,44.615,0.068,0.0,0.0,5.283,4.77,409052.823,114440.362,12075.472,6262.0,79047.0,337852848.0,2786811280.0,364135612.0,363655358.0,38.0,266311.0,266376.0,51094567399.0,383572.0,383728.0,50591239195.0,967195065.0,15117018410.0,6467394460.0,27533975.0,37725508.0,130950935.0,82.0,207.0,1208.0,6354728348.0,9719529437.0,53.852
3200000,5,2,77,0.79,0.61,1,0,1,0,14,1,1,120,0,3,20,9,8,9,155,72,330,20,0,51,186,2,8,4,9,505.152,6853906.186,1060.546,56017346.546,2255.011,33.201,0.087,0.0,0.0,8.33,176.595,841417.962,443430.523,12121.212,5153.0,74639.0,286690011.0,2694159262.0,346702321.0,355128737.0,37.0,257925.0,257988.0,44814826920.0,366123.0,366271.0,51648288508.0,908542897.0,14890394208.0,6341771452.0,25120643.0,47498331.0,127356861.0,255.0,72.0,1075.0,6469965335.0,9056030885.0,38.324
3200000,7,5,22,0.73,0.61,1,0,1,0,13,0,0,24,1,2,9,147,10,9,863,82,419,10,1,37,279,3,8,3,5,764.621,7394903.595,1051.106,97759478.239,2250.924,71.227,0.08,0.0,0.0,7.977,79.125,351463.254,171867.352,12121.212,5880.0,75571.0,265877519.0,2642399180.0,349058848.0,347292257.0,32.0,241292.0,241366.0,46571541327.0,366787.0,366938.0,49970620880.0,993078667.0,15072369882.0,6382373094.0,25227909.0,37189843.0,117521033.0,0.0,105.0,740.0,6165105128.0,9175361426.0,31.724
3200000,3,4,25,0.5,0.71,1,0,0,1,60,0,1,59,0,4,79,48,3,4,296,90,902,45,1,33,441,4,5,5,8,277.129,5790330.75,661.367,63779371.284,2213.595,9.0,0.08,0.0,0.0,9.848,25.386,764824.932,520023.553,12121.212,4401.0,72990.0,261070514.0,2600665415.0,331002330.0,337060787.0,38.0,254012.0,254074.0,44397373214.0,361104.0,361257.0,47866259655.0,912135115.0,15020498821.0,6357395903.0,26190582.0,40998477.0,125678842.0,252.0,147.0,1111.0,5918185329.0,9394331475.0,43.048
3200000,3,6,23,0.38,0.61,1,0,2,1,80,0,0,47,0,1,87,48,4,10,703,60,500,29,0,95,373,7,2,3,5,1308.034,14978136.409,936.75,84483794.246,2263.701,30.799,0.125,0.0,0.0,4.928,36.333,1023490.227,261358.258,12121.212,5181.0,75804.0,336844109.0,2818693791.0,366236723.0,362970081.0,37.0,270070.0,270132.0,46836249342.0,371075.0,371224.0,50721779294.0,1002721211.0,15155018341.0,6303802419.0,31796774.0,46312388.0,121914181.0,624.0,313.0,1453.0,6368501756.0,9298730897.0,52.841
3200000,5,4,112,0.83,0.89,1,1,1,1,95,0,0,51,1,2,113,34,3,8,933,59,280,3,1,45,436,7,4,8,1,556.428,6926748.303,857.739,80395142.86,2238.413,45.947,0.042,0.0,0.0,7.576,57.894,360057.318,163273.288,12121.212,6945.0,91696.0,329731082.0,2899538590.0,373021854.0,382460336.0,32.0,263011.0,263085.0,53729910931.0,408419.0,408575.0,54789619250.0,1167636528.0,15982119867.0,6746290535.0,28382161.0,42043772.0,117544926.0,219.0,133.0,688.0,6625215706.0,10772905815.0,32.045
3200000,5,6,8,0.57,0.55,1,0,1,0,20,1,0,81,0,5,122,173,7,8,168,96,875,28,2,95,149,12,9,6,1,557.042,7087281.693,1202.72,58203902.186,2255.5,33.22,0.091,0.0,0.0,8.057,170.652,859320.72,425527.765,12121.212,5193.0,75227.0,373310312.0,2723271412.0,332034450.0,339774851.0,38.0,263455.0,263533.0,45842553614.0,369321.0,369479.0,48172219534.0,996807135.0,15033053851.0,6408699031.0,25021046.0,55456680.0,120307473.0,8.0,0.0,423.0,5921478194.0,9713984455.0,39.861
3200000,5,4,39,0.85,0.78,0,1,0,1,75,1,1,25,0,3,109,155,9,4,991,79,60,45,1,27,230,9,4,3,9,495.22,7108851.159,910.761,66556790.481,2225.129,22.769,0.08,0.0,0.0,9.848,49.261,762278.523,522569.962,12121.212,4007.0,71827.0,263218893.0,2675340609.0,334654950.0,334833087.0,38.0,253346.0,253412.0,42731811999.0,357604.0,357755.0,46804862749.0,911839443.0,14582176156.0,6096736106.0,21396469.0,29164144.0,105937786.0,238.0,395.0,1001.0,5834099918.0,8766107657.0,35.932
3200000,2,2,26,0.32,0.72,0,0,2,1,57,1,0,47,1,2,86,108,7,4,609,106,492,32,1,91,499,15,3,4,6,1918.208,23142597.0,1166.704,120954534.704,2284.231,26.011,0.201,0.0,0.0,2.644,69.348,468361.25,57114.864,12121.212,8627.0,79467.0,389195015.0,2661898688.0,369368819.0,376105141.0,64.0,335194.0,335311.0,52424169402.0,385516.0,385669.0,52070964449.0,1066855981.0,15573178394.0,6638967761.0,32880262.0,49878697.0,152722958.0,38.0,0.0,1293.0,6398528602.0,9683000878.0,62.07
3200000,2,5,28,0.41,0.68,1,1,2,0,73,1,1,43,0,3,116,54,6,5,619,3,414,39,3,71,362,3,9,4,3,31.144,7175534.307,889.636,79265851.89,2233.352,6.655,0.064,0.0,0.0,3.33,69.049,1107473.947,177374.538,12121.212,6085.0,79782.0,312585028.0,2779265271.0,381152036.0,380488440.0,58.0,457857.0,457942.0,46436503380.0,398374.0,398529.0,52765450781.0,1042283841.0,15885954165.0,6729041467.0,26294091.0,37527098.0,121439495.0,1876.0,1534.0,6412.0,6577589334.0,9809872860.0,60.851
3200000,5,5,44,0.56,0.76,1,1,1,1,111,1,0,26,1,5,80,37,9,8,987,119,380,37,1,79,415,9,8,2,5,562.841,7403486.947,876.704,74459393.451,2224.345,41.954,0.08,0.0,0.0,10.242,0.977,302351.208,220979.398,12121.212,3733.0,70939.0,264092644.0,2567265626.0,347760712.0,350680337.0,38.0,265189.0,265251.0,43550833035.0,354097.0,354246.0,49248231697.0,910795033.0,15200219428.0,6365203783.0,25201658.0,40085742.0,110746338.0,61.0,147.0,1256.0,5986375010.0,9571841047.0,36.711
3200000,1,1,95,0.63,0.77,0,1,1,1,50,0,0,126,0,6,125,47,8,3,730,15,842,9,2,22,395,2,6,5,8,114.481,7790648.136,402.568,55731893.155,2236.636,3.958,0.053,0.0,0.0,7.701,46.424,875133.591,409714.894,12121.212,5327.0,83247.0,338468749.0,2969545588.0,366809179.0,370621523.0,38.0,269286.0,269358.0,48355242422.0,386780.0,386937.0,54085055674.0,1036092571.0,16473336660.0,7022979619.0,28970257.0,50420298.0,117292988.0,75.0,0.0,693.0,5713991841.0,10773662862.0,52.596
3200000,4,3,105,0.45,0.45,1,1,1,1,78,1,0,66,1,2,118,182,7,3,278,121,125,24,2,46,349,5,7,1,4,1741.288,15556157.739,1240.958,107261884.799,2285.886,115.97,0.17,0.0,0.0,3.974,89.875,437498.848,85831.758,12121.212,7839.0,76291.0,359477622.0,2502611141.0,339961557.0,340685826.0,38.0,274023.0,274101.0,48149645037.0,372555.0,372708.0,51502605306.0,960087566.0,15516066125.0,6281735188.0,34056210.0,47040205.0,117148223.0,45.0,0.0,744.0,6346327823.0,9214491778.0,47.473
3200000,8,1,59,0.88,0.87,0,1,1,1,87,0,0,118,1,5,60,129,4,5,583,89,702,25,3,70,427,4,2,7,5,908.905,9329426.212,1412.644,109841159.86,2236.917,18.678,0.117,0.0,0.0,7.894,82.606,353138.383,170192.224,12121.212,5930.0,73488.0,258407647.0,2737738547.0,351805762.0,360240729.0,37.0,368725.0,368788.0,46738534588.0,365461.0,365619.0,51139895443.0,982785260.0,15623275024.0,6547523384.0,29623915.0,40691512.0,126772562.0,1196.0,1127.0,3926.0,6281097849.0,9498527967.0,35.113
3200000,3,5,84,0.34,0.38,1,0,2,1,44,1,0,117,0,4,27,189,8,4,898,66,168,41,2,22,382,5,8,1,4,335.133,6983248.523,661.583,61827743.583,2250.212,46.962,0.167,0.0,0.0,9.735,19.417,766318.97,518529.515,12121.212,4261.0,71314.0,343648237.0,2761859447.0,341931310.0,351417411.0,38.0,321132.0,321190.0,46087756314.0,355383.0,355533.0,52930708067.0,956805611.0,15767319973.0,6547074265.0,27866937.0,46432812.0,118690229.0,0.0,0.0,629.0,6325265253.0,10284461126.0,40.579
3200000,7,5,78,0.81,0.43,0,1,1,1,11,0,0,53,0,5,75,25,8,5,307,43,192,32,0,46,181,9,6,3,9,770.64,7342026.686,1484.061,78890185.977,2252.39,70.879,0.072,0.0,0.0,8.189,285.511,849507.288,435341.197,12121.212,4930.0,71366.0,284729923.0,2625704142.0,333615580.0,336425819.0,37.0,236929.0,237001.0,45676091983.0,355434.0,355582.0,49141186910.0,902619585.0,14183563885.0,6213016055.0,24508051.0,29515210.0,103646373.0,256.0,0.0,536.0,6021293224.0,9064127467.0,36.653
3200000,3,1,33,0.44,0.63,1,0,0,0,53,0,1,90,0,3,39,32,8,4,563,79,51,7,2,70,104,6,7,7,8,669.606,10333282.023,962.129,85072932.356,2271.648,28.155,0.114,0.0,0.0,4.97,104.28,1020534.273,264314.212,12121.212,7236.0,91118.0,352110736.0,3099684169.0,395979059.0,391998053.0,38.0,277121.0,277201.0,53255126224.0,412313.0,412474.0,59819611495.0,1063293621.0,18312970878.0,7109298301.0,31312402.0,37871780.0,122677762.0,0.0,17.0,733.0,6575942629.0,12312148775.0,47.812
3200000,4,3,24,0.35,0.83,0,1,0,1,23,0,0,107,0,5,3,191,4,4,708,48,787,9,2,23,433,2,8,5,5,447.14,6571504.167,947.758,67600309.011,2248.659,21.761,0.072,0.0,0.0,8.106,139.008,853161.076,431687.409,12121.212,5916.0,80985.0,352886040.0,2903508087.0,358835853.0,352704804.0,38.0,289326.0,289402.0,48164504456.0,382247.0,382404.0,53246448860.0,972506060.0,15876632956.0,6567317768.0,28075222.0,39437360.0,120652250.0,254.0,124.0,920.0,6162552669.0,10614905837.0,38.922
3200000,7,5,74,0.52,0.32,1,0,1,1,11,0,1,45,1,5,81,10,7,9,430,123,514,49,3,60,302,9,1,8,3,617.472,8272009.532,1461.124,103105961.094,2225.291,16.034,0.079,0.0,0.0,7.876,73.634,350977.698,170378.076,12075.472,5628.0,72690.0,311255072.0,2704986233.0,359156144.0,352765460.0,43.0,354676.0,354748.0,46503588132.0,363964.0,364123.0,51287625846.0,1004254230.0,15150184146.0,6281861714.0,26626656.0,34148638.0,132816179.0,3130.0,2599.0,5025.0,6509708113.0,9154539846.0,37.761
3200000,5,1,68,0.38,0.75,0,0,0,1,120,1,1,95,1,1,124,84,10,4,977,45,381,41,2,59,403,3,2,4,7,509.25,5871614.447,998.186,77377005.561,2251.739,29.841,0.083,0.0,0.0,7.792,84.208,452621.886,213544.58,12121.212,6033.0,73901.0,418308073.0,2711524149.0,351517233.0,357175369.0,38.0,289143.0,289212.0,52100105860.0,363680.0,363834.0,64734308173.0,1061628910.0,17484390040.0,6918466484.0,31953340.0,35507559.0,110834813.0,0.0,0.0,920.0,6553663324.0,12474253850.0,35.708
3200000,7,4,13,0.74,0.39,0,1,1,0,58,1,1,47,0,6,91,60,9,4,398,93,114,48,2,41,439,11,8,5,2,614.483,7722161.709,1417.336,80354974.985,2276.547,50.555,0.079,0.0,0.0,8.079,331.826,850471.2,429528.8,12075.472,5327.0,73880.0,350315864.0,2739921129.0,363583480.0,359654850.0,38.0,244394.0,244472.0,46283605552.0,363986.0,364143.0,49227011287.0,945124761.0,15147782373.0,6658200306.0,27755059.0,35345860.0,124942829.0,0.0,0.0,439.0,6088834420.0,9759141346.0,37.899
3200000,7,5,79,0.48,0.64,0,1,1,0,112,1,1,108,0,3,66,133,9,8,757,83,404,12,2,86,440,4,1,6,6,715.686,7469475.5,1440.913,74224814.083,2248.333,30.652,0.064,0.0,0.0,8.212,368.731,850454.864,434393.621,12121.212,5427.0,78827.0,392739237.0,2622286123.0,371498214.0,372207077.0,38.0,292700.0,292777.0,48061286143.0,375897.0,376055.0,58326220269.0,1051363099.0,16722118930.0,6843917169.0,35326132.0,45541556.0,115824115.0,189.0,162.0,1144.0,6046965620.0,11796556493.0,36.992
3200000,3,2,83,0.76,0.85,1,0,0,1,100,0,1,26,1,3,112,61,8,4,434,49,530,46,1,78,429,12,9,7,6,773.489,9246871.0,917.292,89306391.121,2246.345,26.428,0.11,0.0,0.0,4.917,21.966,530753.053,135413.413,12121.212,6290.0,76254.0,294441124.0,2564100923.0,340257158.0,355553329.0,38.0,278665.0,278735.0,47058740529.0,373647.0,373804.0,48750144905.0,941313134.0,14800222296.0,6353672966.0,28265731.0,43535475.0,126604867.0,168.0,0.0,1478.0,5990045707.0,9422440779.0,44.873
3200000,4,6,103,0.49,0.38,0,0,2,0,56,1,0,73,1,4,51,27,7,8,165,120,152,7,3,36,332,8,2,2,8,461.871,7384772.038,710.064,69097041.068,2225.47,6.061,0.064,0.0,0.0,10.5,0.227,298061.546,227414.568,12121.212,4665.0,80676.0,346487263.0,2803667592.0,392112735.0,405433459.0,38.0,273268.0,273334.0,46863082582.0,387215.0,387367.0,52211136415.0,1025223324.0,15914679727.0,7084900202.0,24466710.0,33897289.0,118630632.0,0.0,0.0,897.0,6734015892.0,10602814256.0,37.833
3200000,3,4,18,0.88,0.9,1,0,0,0,59,1,1,95,1,5,85,130,9,7,289,68,321,45,2,97,472,15,2,4,9,280.462,5836003.129,660.061,68019811.553,2240.78,15.292,0.046,0.0,0.0,10.03,2.89,391023.197,275143.269,12121.212,4760.0,74758.0,405274702.0,2752641404.0,359618369.0,369518904.0,38.0,296746.0,296818.0,51143683520.0,366493.0,366647.0,61940260115.0,990361292.0,17446126711.0,6915533012.0,28347988.0,43276442.0,124608364.0,492.0,667.0,1444.0,6632561936.0,12604111729.0,42.289
3200000,4,6,92,0.33,0.46,0,0,1,0,90,0,1,117,0,4,99,17,6,5,731,73,197,34,1,70,337,4,4,5,8,442.443,6861654.155,719.886,65034551.318,2221.871,11.867,0.087,0.0,0.0,9.212,40.246,795566.538,489281.947,12121.212,4406.0,72474.0,271459198.0,2513419748.0,351228238.0,350155405.0,38.0,339897.0,339959.0,44121686087.0,358827.0,358980.0,48548234681.0,919499777.0,14904634019.0,6482338319.0,24669485.0,47755730.0,125091033.0,335.0,0.0,729.0,6079373695.0,9619578456.0,37.988
3200000,2,2,62,0.77,0.47,1,0,2,1,50,0,0,88,0,5,21,107,6,6,347,22,47,27,2,35,225,8,7,3,1,225.83,6602971.182,602.648,56275164.284,2249.148,18.792,0.061,0.0,0.0,7.576,79.53,882260.886,402587.598,12121.212,4785.0,73976.0,320924141.0,2675835528.0,334415481.0,339979384.0,44.0,255212.0,255282.0,46020020939.0,368059.0,368212.0,50739621404.0,955647176.0,15942737874.0,6726546331.0,27518754.0,44305813.0,122725480.0,0.0,0.0,228.0,5783543645.0,10004539516.0,44.495
3200000,2,4,19,0.53,0.87,0,1,2,1,32,1,0,104,0,5,123,86,8,9,599,27,230,30,3,36,137,6,3,7,8,226.189,7110632.936,567.731,62534452.792,2224.39,3.167,0.076,0.0,0.0,7.754,80.595,874595.962,410252.523,12121.212,4962.0,74309.0,292646604.0,2621013728.0,370692040.0,369280755.0,37.0,315274.0,315336.0,43078737930.0,375405.0,375561.0,49371734723.0,969122555.0,14902219835.0,6365708071.0,32645808.0,51707624.0,118150977.0,16.0,0.0,976.0,6175838824.0,9690085772.0,41.933
3200000,6,2,115,0.68,0.79,0,0,1,0,46,1,0,60,0,5,62,105,8,4,783,4,928,34,2,74,261,12,6,4,4,667.288,6931690.867,995.697,77569071.489,2246.155,37.856,0.083,0.0,0.0,9.894,94.394,760957.538,523890.947,12121.212,4264.0,72513.0,340997665.0,2784054954.0,347049830.0,348656838.0,32.0,252350.0,252431.0,47723887326.0,359057.0,359211.0,55291164807.0,944017177.0,16585632140.0,6729025847.0,23207310.0,39964115.0,105631014.0,0.0,0.0,588.0,5967609714.0,10867189459.0,33.682
3200000,4,5,42,0.57,0.54,0,1,1,0,31,0,0,11,1,5,88,87,8,5,235,87,90,17,0,88,472,13,7,5,4,446.72,6869864.708,692.796,73495344.428,2248.333,48.792,0.068,0.0,0.0,7.428,50.061,363803.477,159527.129,12121.212,5422.0,72383.0,309664575.0,2641083728.0,345560386.0,345757243.0,37.0,218483.0,218559.0,43672074301.0,358530.0,358678.0,47576860041.0,870561421.0,14699387527.0,6235062993.0,23301460.0,42300766.0,113647439.0,59.0,49.0,521.0,5819236297.0,8909454698.0,31.899
3200000,2,5,77,0.73,0.77,0,0,1,1,55,1,0,97,1,5,98,100,2,10,612,83,375,29,0,63,205,8,1,7,5,224.0,7865987.5,590.958,61726836.072,2212.958,11.636,0.08,0.0,0.0,9.902,0.523,309561.932,213768.674,12121.212,3736.0,72621.0,396423182.0,2736826096.0,359538890.0,363560870.0,38.0,286978.0,287043.0,42826974143.0,358826.0,358974.0,45913201751.0,901631929.0,13877688893.0,6299224522.0,25645903.0,44992898.0,118935634.0,182.0,16.0,1478.0,6393377495.0,9614579344.0,49.469
3200000,6,2,109,0.79,0.66,1,0,2,0,90,0,0,119,1,5,127,171,3,7,311,97,1020,32,2,34,389,12,8,5,5,678.655,7607062.489,1332.25,95355739.954,2252.553,45.174,0.095,0.0,0.0,7.917,48.5,354050.345,171425.769,12121.212,6303.0,72576.0,356184061.0,2626561240.0,352930169.0,350775996.0,38.0,288204.0,288287.0,47055386710.0,360512.0,360669.0,52448826816.0,904269033.0,15426689464.0,6220630755.0,32587692.0,50043734.0,118593022.0,8.0,0.0,613.0,5933513918.0,10872390801.0,36.676
3200000,7,4,88,0.67,0.69,0,1,1,0,48,0,0,13,1,1,96,2,5,9,231,86,956,33,0,45,393,10,2,5,2,788.489,7822565.617,1315.235,94179150.697,2249.296,86.0,0.083,0.0,0.0,7.731,84.549,357344.265,165986.341,12121.212,5263.0,71297.0,273546418.0,2449960446.0,341431356.0,344672673.0,42.0,245454.0,245517.0,43795128223.0,355349.0,355496.0,45553567148.0,897638621.0,14166885386.0,6292072243.0,26832891.0,35666579.0,104244258.0,8.0,81.0,588.0,5566292820.0,9173586514.0,38.33
3200000,2,2,116,0.31,0.72,0,1,1,0,22,0,1,48,1,2,15,54,9,10,274,125,365,47,1,93,229,14,5,4,7,1460.887,21214558.736,1010.524,115736337.155,2302.642,27.287,0.158,0.0,0.0,2.551,90.392,466229.434,55126.34,12075.472,8146.0,79065.0,344716542.0,2709320183.0,365333849.0,372561040.0,68.0,307361.0,307471.0,51536158433.0,383797.0,383951.0,49528503892.0,988721009.0,15074515042.0,6409634188.0,33248965.0,45915559.0,141822486.0,393.0,196.0,1146.0,6361678497.0,9944145534.0,60.033
3200000,6,2,125,0.84,0.44,1,1,0,1,17,1,1,58,0,2,47,156,5,6,196,40,976,8,1,20,242,2,1,4,8,557.246,6512312.701,1022.818,57717619.439,2246.894,15.894,0.076,0.0,0.0,9.848,70.326,763191.167,521657.318,12121.212,4677.0,81129.0,333116600.0,2836498288.0,358800309.0,350289025.0,38.0,279069.0,279149.0,47017296711.0,384403.0,384554.0,48457061328.0,985067642.0,15354842409.0,6634306422.0,20914764.0,42757145.0,113442846.0,8.0,0.0,1417.0,6173032516.0,9544255744.0,37.12
3200000,1,2,65,0.71,0.88,1,1,2,0,38,1,0,7,0,1,99,177,3,7,747,111,634,20,1,29,308,7,9,6,6,3802.617,53393892.159,1380.25,156182521.42,2371.17,23.14,0.292,0.0,0.0,1.326,323.246,1215000.106,69848.379,12121.212,9698.0,94518.0,418033400.0,2992413563.0,413094459.0,418504984.0,118.0,268628.0,268795.0,62158071174.0,436671.0,436826.0,54053882579.0,1261026427.0,16772422879.0,7000736802.0,42005259.0,59871413.0,160591353.0,163.0,158.0,959.0,6445390329.0,10511717475.0,109.011
3200000,6,4,36,0.6,0.3,1,0,0,0,4,0,1,9,0,1,65,181,2,5,443,28,723,14,3,61,152,13,5,5,3,450.03,5904178.159,1016.47,79641163.212,2239.89,17.5,0.076,0.0,0.0,9.848,76.686,763089.583,521758.902,12121.212,4384.0,75946.0,302385860.0,2619323197.0,367020236.0,362145807.0,32.0,383913.0,383969.0,44197030575.0,376022.0,376176.0,50550171890.0,1011398794.0,15207777561.0,6844782290.0,23544860.0,50296205.0,117459696.0,897.0,935.0,5459.0,6248437643.0,9903774089.0,34.672
3200000,5,1,14,0.67,0.62,0,1,1,0,7,0,0,30,1,1,19,150,8,4,625,87,169,40,0,84,125,14,6,4,7,562.511,7453389.102,884.546,82033191.939,2250.924,56.072,0.08,0.0,0.0,7.663,57.765,357592.265,165738.341,12121.212,5477.0,70644.0,292676789.0,2705285407.0,344406425.0,342706751.0,37.0,224581.0,224634.0,43997981479.0,353915.0,354063.0,47639153652.0,879931515.0,14628523606.0,6117688207.0,22824353.0,30295285.0,116414876.0,0.0,0.0,525.0,6001545565.0,9072806049.0,33.07
3200000,1,2,46,0.84,0.73,1,0,1,0,78,1,0,80,0,4,8,11,3,3,131,112,164,5,2,89,286,9,7,6,6,114.754,7409727.682,401.057,46604269.288,2245.269,2.201,0.091,0.0,0.0,7.72,44.129,875200.242,409648.242,12121.212,5685.0,93328.0,304343672.0,2925075511.0,368763289.0,375355557.0,38.0,266060.0,266126.0,47771806973.0,415344.0,415501.0,52963013662.0,1000631237.0,16618939689.0,7007895874.0,30084505.0,37052043.0,114144880.0,68.0,146.0,405.0,6245540442.0,10767843776.0,52.166
3200000,3,4,78,0.5,0.83,1,1,2,0,35,1,0,52,1,4,35,121,9,8,507,28,68,8,3,65,444,8,6,4,9,339.39,7214358.538,676.356,78234949.636,2219.046,5.193,0.068,0.0,0.0,7.621,24.439,359810.106,165666.008,12121.212,6217.0,79942.0,293945485.0,2789578912.0,390331233.0,383921531.0,37.0,421829.0,421905.0,48639626358.0,388387.0,388541.0,53414004351.0,1059901770.0,16280442944.0,6743507075.0,30190725.0,36562976.0,119002803.0,4156.0,2609.0,5873.0,6784438742.0,10156519511.0,37.937
3200000,8,2,123,0.78,0.82,0,0,1,0,57,1,0,5,0,2,28,118,9,9,918,127,189,50,1,53,397,5,5,7,8,883.102,7696765.538,1449.371,83732641.693,2242.943,31.92,0.076,0.0,0.0,8.303,305.492,846343.75,438504.735,12121.212,4596.0,70822.0,280339331.0,2460807872.0,362833049.0,360057977.0,38.0,262535.0,262594.0,44082546355.0,354874.0,355028.0,47191300144.0,923659515.0,14780623443.0,6175241192.0,23832783.0,35175974.0,101364487.0,0.0,269.0,1108.0,5492531112.0,9320514500.0,36.834
3200000,3,2,121,0.58,0.44,0,0,0,0,10,1,0,78,0,4,107,68,6,5,530,60,935,2,2,49,336,7,4,7,4,334.239,6456618.201,708.224,62870357.981,2248.333,14.417,0.068,0.0,0.0,7.799,119.606,874209.303,410639.182,12121.212,7434.0,111784.0,332933586.0,2710249146.0,384492316.0,382683576.0,38.0,255933.0,256009.0,51469592614.0,459175.0,459334.0,60169366002.0,1137443543.0,17177843626.0,6889134160.0,29497924.0,45932234.0,136430735.0,25.0,8.0,641.0,6663042028.0,11793197650.0,39.852
3200000,3,4,124,0.81,0.71,0,1,1,0,63,1,0,70,0,6,121,197,7,4,242,65,476,16,1,38,359,4,6,2,5,337.432,7103376.121,689.636,61346944.485,2224.08,18.17,0.053,0.0,0.0,9.655,21.42,772635.606,512212.879,12121.212,4265.0,75153.0,313450481.0,2776322901.0,342477040.0,345781482.0,38.0,270202.0,270266.0,43657459829.0,364972.0,365122.0,46103255195.0,897681088.0,14534592704.0,6285602960.0,21442379.0,48875709.0,122565518.0,8.0,0.0,777.0,5700944889.0,9530837502.0,42.356
3200000,3,3,108,0.46,0.82,1,0,0,0,41,0,0,122,0,5,54,20,10,8,368,20,689,37,0,65,322,2,4,6,5,330.375,7009559.208,619.977,60346687.538,2241.595,22.928,0.068,0.0,0.0,10.227,12.42,742387.462,542461.023,12121.212,3977.0,70179.0,311241963.0,2588917540.0,353642328.0,358123375.0,37.0,260850.0,260921.0,45215696989.0,351904.0,352052.0,51921782096.0,994003456.0,15978764926.0,6801933652.0,24411023.0,37969476.0,121402623.0,0.0,14.0,801.0,6224668140.0,9990387369.0,38.994
